name,key,kind,parentKey,country,region,domesticOrIntl,isSystem,isActive,description,latitude,longitude,openingHours,durationMin,bestTime,entryFee,suitabilityTags,googleMapsUrl,iataCode,icaoCode,stationCode,officialName,shortName,sourceUrl
Kottayam District,india/south-india/kerala/central-kerala/kottayam-district,region,india/south-india/kerala/central-kerala,India,,domestic,true,true,Tourism catalog region for Kottayam.,,,,,,,,,,,,,,https://www.keralatourism.org/destination/
Idukki District,india/south-india/kerala/central-kerala/idukki-district,region,india/south-india/kerala/central-kerala,India,,domestic,true,true,Tourism catalog region for Idukki.,,,,,,,,,,,,,,https://www.keralatourism.org/destination/
Ernakulam District,india/south-india/kerala/central-kerala/ernakulam-district,region,india/south-india/kerala/central-kerala,India,,domestic,true,true,Tourism catalog region for Ernakulam.,,,,,,,,,,,,,,https://www.keralatourism.org/destination/
Thrissur District,india/south-india/kerala/central-kerala/thrissur-district,region,india/south-india/kerala/central-kerala,India,,domestic,true,true,Tourism catalog region for Thrissur.,,,,,,,,,,,,,,https://www.keralatourism.org/destination/
Palakkad District,india/south-india/kerala/north-kerala/palakkad-district,region,india/south-india/kerala/north-kerala,India,,domestic,true,true,Tourism catalog region for Palakkad.,,,,,,,,,,,,,,https://www.keralatourism.org/destination/
Malappuram District,india/south-india/kerala/north-kerala/malappuram-district,region,india/south-india/kerala/north-kerala,India,,domestic,true,true,Tourism catalog region for Malappuram.,,,,,,,,,,,,,,https://www.keralatourism.org/destination/
Kozhikode District,india/south-india/kerala/north-kerala/kozhikode-district,region,india/south-india/kerala/north-kerala,India,,domestic,true,true,Tourism catalog region for Kozhikode.,,,,,,,,,,,,,,https://www.keralatourism.org/destination/
Wayanad District,india/south-india/kerala/north-kerala/wayanad-district,region,india/south-india/kerala/north-kerala,India,,domestic,true,true,Tourism catalog region for Wayanad.,,,,,,,,,,,,,,https://www.keralatourism.org/destination/
Kannur District,india/south-india/kerala/north-kerala/kannur-district,region,india/south-india/kerala/north-kerala,India,,domestic,true,true,Tourism catalog region for Kannur.,,,,,,,,,,,,,,https://www.keralatourism.org/destination/
Kasaragod District,india/south-india/kerala/north-kerala/kasaragod-district,region,india/south-india/kerala/north-kerala,India,,domestic,true,true,Tourism catalog region for Kasaragod.,,,,,,,,,,,,,,https://www.keralatourism.org/destination/
Thiruvananthapuram,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram,city,india/south-india/kerala/south-kerala/thiruvananthapuram-district,India,,domestic,true,true,"Kerala's capital, known for temples, museums, beaches and heritage.",8.5241,76.9366,,,October to March,,,,,,,,,https://www.keralatourism.org/destination/
Sree Padmanabhaswamy Temple,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram/sree-padmanabhaswamy-temple,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram,India,,domestic,true,true,Major Vaishnavite temple and architectural landmark.,,,,90,,,religious|heritage,,,,,,,https://www.keralatourism.org/destination/attractions/
Napier Museum,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram/napier-museum,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram,India,,domestic,true,true,Museum known for Indo-Saracenic architecture and art collections.,,,,90,,,museum|architecture,,,,,,,https://www.keralatourism.org/destination/attractions/
Sri Chitra Art Gallery,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram/sri-chitra-art-gallery,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram,India,,domestic,true,true,Art gallery with Indian and international collections.,,,,90,,,art|museum,,,,,,,https://www.keralatourism.org/destination/attractions/
Kuthiramalika Palace Museum,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram/kuthiramalika-palace-museum,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram,India,,domestic,true,true,Royal palace museum with traditional Kerala architecture.,,,,90,,,palace|heritage,,,,,,,https://www.keralatourism.org/destination/attractions/
Kanakakunnu Palace,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram/kanakakunnu-palace,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram,India,,domestic,true,true,Historic palace and cultural-event venue.,,,,90,,,palace|culture,,,,,,,https://www.keralatourism.org/destination/attractions/
Kerala Science and Technology Museum,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram/kerala-science-and-technology-museum,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram,India,,domestic,true,true,Science museum and planetarium complex.,,,,90,,,science|family,,,,,,,https://www.keralatourism.org/destination/attractions/
Priyadarshini Planetarium,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram/priyadarshini-planetarium,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram,India,,domestic,true,true,Planetarium offering astronomy programmes.,,,,90,,,science|family,,,,,,,https://www.keralatourism.org/destination/attractions/
Thiruvananthapuram Zoo,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram/thiruvananthapuram-zoo,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram,India,,domestic,true,true,Historic zoo within the museum compound.,,,,90,,,wildlife|family,,,,,,,https://www.keralatourism.org/destination/attractions/
Shankumugham Beach,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram/shankumugham-beach,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram,India,,domestic,true,true,"Urban beach near the airport, popular for sunsets.",,,,90,,,beach|sunset,,,,,,,https://www.keralatourism.org/destination/attractions/
Veli Tourist Village,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram/veli-tourist-village,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram,India,,domestic,true,true,"Lake, park and recreation complex near the sea.",,,,90,,,lake|family|boating,,,,,,,https://www.keralatourism.org/destination/attractions/
Akkulam Tourist Village,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram/akkulam-tourist-village,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/thiruvananthapuram,India,,domestic,true,true,Lakeside recreation and boating destination.,,,,90,,,lake|family,,,,,,,https://www.keralatourism.org/destination/attractions/
Kovalam,india/south-india/kerala/south-kerala/thiruvananthapuram-district/kovalam,city,india/south-india/kerala/south-kerala/thiruvananthapuram-district,India,,domestic,true,true,Internationally known beach destination south of Thiruvananthapuram.,8.4004,76.9787,,,October to March,,beach|family,,,,,,,https://www.keralatourism.org/destination/
Lighthouse Beach,india/south-india/kerala/south-kerala/thiruvananthapuram-district/kovalam/lighthouse-beach,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/kovalam,India,,domestic,true,true,Main crescent beach beneath Vizhinjam lighthouse.,,,,90,,,beach|coast|family,,,,,,,https://www.keralatourism.org/destination/attractions/
Hawah Beach,india/south-india/kerala/south-kerala/thiruvananthapuram-district/kovalam/hawah-beach,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/kovalam,India,,domestic,true,true,Popular central beach also called Eve's Beach.,,,,90,,,beach|coast|family,,,,,,,https://www.keralatourism.org/destination/attractions/
Samudra Beach,india/south-india/kerala/south-kerala/thiruvananthapuram-district/kovalam/samudra-beach,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/kovalam,India,,domestic,true,true,Quieter northern beach zone of Kovalam.,,,,90,,,beach|coast|family,,,,,,,https://www.keralatourism.org/destination/attractions/
Vizhinjam Lighthouse,india/south-india/kerala/south-kerala/thiruvananthapuram-district/kovalam/vizhinjam-lighthouse,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/kovalam,India,,domestic,true,true,Striped lighthouse and coastal viewpoint.,,,,90,,,beach|coast|family,,,,,,,https://www.keralatourism.org/destination/attractions/
Vizhinjam Marine Aquarium,india/south-india/kerala/south-kerala/thiruvananthapuram-district/kovalam/vizhinjam-marine-aquarium,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/kovalam,India,,domestic,true,true,Marine aquarium and educational attraction.,,,,90,,,beach|coast|family,,,,,,,https://www.keralatourism.org/destination/attractions/
Varkala,india/south-india/kerala/south-kerala/thiruvananthapuram-district/varkala,city,india/south-india/kerala/south-kerala/thiruvananthapuram-district,India,,domestic,true,true,Cliff-backed beach and pilgrimage town.,8.7379,76.7163,,,October to March,,,,,,,,,https://www.keralatourism.org/destination/
Varkala Cliff,india/south-india/kerala/south-kerala/thiruvananthapuram-district/varkala/varkala-cliff,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/varkala,India,,domestic,true,true,"Laterite sea cliff lined with paths, cafés and viewpoints.",,,,90,,,cliff|viewpoint|walking,,,,,,,https://www.keralatourism.org/destination/attractions/
Papanasam Beach,india/south-india/kerala/south-kerala/thiruvananthapuram-district/varkala/papanasam-beach,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/varkala,India,,domestic,true,true,Sacred and scenic beach below Varkala Cliff.,,,,90,,,beach|religious,,,,,,,https://www.keralatourism.org/destination/attractions/
Janardanaswamy Temple,india/south-india/kerala/south-kerala/thiruvananthapuram-district/varkala/janardanaswamy-temple,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/varkala,India,,domestic,true,true,Historic Vishnu temple and pilgrimage site.,,,,90,,,religious|heritage,,,,,,,https://www.keralatourism.org/destination/attractions/
Sivagiri Mutt,india/south-india/kerala/south-kerala/thiruvananthapuram-district/varkala/sivagiri-mutt,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/varkala,India,,domestic,true,true,Spiritual and cultural centre associated with Sree Narayana Guru.,,,,90,,,religious|history,,,,,,,https://www.keralatourism.org/destination/attractions/
Kappil Beach and Backwaters,india/south-india/kerala/south-kerala/thiruvananthapuram-district/varkala/kappil-beach-and-backwaters,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/varkala,India,,domestic,true,true,Coastal landscape where beach and backwaters meet.,,,,90,,,beach|backwaters|photography,,,,,,,https://www.keralatourism.org/destination/attractions/
Ponmudi,india/south-india/kerala/south-kerala/thiruvananthapuram-district/ponmudi,city,india/south-india/kerala/south-kerala/thiruvananthapuram-district,India,,domestic,true,true,"Hill station with winding roads, grasslands and Western Ghats views.",,,,,October to May,,hill|nature,,,,,,,https://www.keralatourism.org/destination/
Ponmudi View Point,india/south-india/kerala/south-kerala/thiruvananthapuram-district/ponmudi/ponmudi-view-point,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/ponmudi,India,,domestic,true,true,Mountain viewpoint and grassland landscape.,,,,90,,,viewpoint|hill,,,,,,,https://www.keralatourism.org/destination/attractions/
Golden Valley,india/south-india/kerala/south-kerala/thiruvananthapuram-district/ponmudi/golden-valley,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/ponmudi,India,,domestic,true,true,River and forest recreation area below Ponmudi.,,,,90,,,river|forest,,,,,,,https://www.keralatourism.org/destination/attractions/
Peppara Wildlife Sanctuary,india/south-india/kerala/south-kerala/thiruvananthapuram-district/ponmudi/peppara-wildlife-sanctuary,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/ponmudi,India,,domestic,true,true,Protected forest and reservoir landscape.,,,,240,,,wildlife|forest,,,,,,,https://www.keralatourism.org/popular-destination/
Neyyar Dam,india/south-india/kerala/south-kerala/thiruvananthapuram-district/neyyar-dam,city,india/south-india/kerala/south-kerala/thiruvananthapuram-district,India,,domestic,true,true,Reservoir and wildlife destination east of the capital.,,,,,October to March,,,,,,,,,https://www.keralatourism.org/destination/
Neyyar Dam and Reservoir,india/south-india/kerala/south-kerala/thiruvananthapuram-district/neyyar-dam/neyyar-dam-and-reservoir,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/neyyar-dam,India,,domestic,true,true,"Dam, lake and landscaped visitor area.",,,,150,,,dam|lake,,,,,,,https://www.keralatourism.org/destination/attractions/
Neyyar Wildlife Sanctuary,india/south-india/kerala/south-kerala/thiruvananthapuram-district/neyyar-dam/neyyar-wildlife-sanctuary,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/neyyar-dam,India,,domestic,true,true,Forest sanctuary with boating and wildlife experiences.,,,,240,,,wildlife|forest,,,,,,,https://www.keralatourism.org/destination/attractions/
Lion Safari Park,india/south-india/kerala/south-kerala/thiruvananthapuram-district/neyyar-dam/lion-safari-park,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/neyyar-dam,India,,domestic,true,true,Safari attraction within the Neyyar region.,,,,120,,,wildlife|family,,,,,,,https://www.keralatourism.org/destination/attractions/
Poovar,india/south-india/kerala/south-kerala/thiruvananthapuram-district/poovar,city,india/south-india/kerala/south-kerala/thiruvananthapuram-district,India,,domestic,true,true,"Estuary, beach and backwater destination near Kerala's southern tip.",,,,,October to March,,,,,,,,,https://www.keralatourism.org/destination/
Poovar Estuary,india/south-india/kerala/south-kerala/thiruvananthapuram-district/poovar/poovar-estuary,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/poovar,India,,domestic,true,true,"Scenic meeting point of river, backwaters, beach and sea.",,,,150,,,backwaters|estuary|boating,,,,,,,https://www.keralatourism.org/destination/attractions/
Poovar Beach,india/south-india/kerala/south-kerala/thiruvananthapuram-district/poovar/poovar-beach,landmark,india/south-india/kerala/south-kerala/thiruvananthapuram-district/poovar,India,,domestic,true,true,Secluded beach generally accessed by boat.,,,,90,,,beach|boating,,,,,,,https://www.keralatourism.org/destination/attractions/
Kollam,india/south-india/kerala/south-kerala/kollam-district/kollam,city,india/south-india/kerala/south-kerala/kollam-district,India,,domestic,true,true,Historic port city and gateway to Ashtamudi backwaters.,8.8932,76.6141,,,October to March,,,,,,,,,https://www.keralatourism.org/destination/
Ashtamudi Lake,india/south-india/kerala/south-kerala/kollam-district/kollam/ashtamudi-lake,landmark,india/south-india/kerala/south-kerala/kollam-district/kollam,India,,domestic,true,true,Large palm-fringed backwater lake and Ramsar wetland.,,,,90,,,backwaters|lake|boating,,,,,,,https://www.keralatourism.org/destination/attractions/
Thangassery Lighthouse,india/south-india/kerala/south-kerala/kollam-district/kollam/thangassery-lighthouse,landmark,india/south-india/kerala/south-kerala/kollam-district/kollam,India,,domestic,true,true,Historic lighthouse overlooking the Arabian Sea.,,,,90,,,lighthouse|viewpoint,,,,,,,https://www.keralatourism.org/destination/attractions/
Thangassery Fort Ruins,india/south-india/kerala/south-kerala/kollam-district/kollam/thangassery-fort-ruins,landmark,india/south-india/kerala/south-kerala/kollam-district/kollam,India,,domestic,true,true,Remains of a Portuguese and Dutch coastal fort.,,,,90,,,fort|heritage,,,,,,,https://www.keralatourism.org/destination/attractions/
Kollam Beach,india/south-india/kerala/south-kerala/kollam-district/kollam/kollam-beach,landmark,india/south-india/kerala/south-kerala/kollam-district/kollam,India,,domestic,true,true,Urban beach and coastal promenade.,,,,90,,,beach|sunset,,,,,,,https://www.keralatourism.org/destination/attractions/
Adventure Park Kollam,india/south-india/kerala/south-kerala/kollam-district/kollam/adventure-park-kollam,landmark,india/south-india/kerala/south-kerala/kollam-district/kollam,India,,domestic,true,true,Recreation park beside Ashtamudi Lake.,,,,90,,,park|family,,,,,,,https://www.keralatourism.org/destination/attractions/
Munroe Island,india/south-india/kerala/south-kerala/kollam-district/munroe-island,city,india/south-india/kerala/south-kerala/kollam-district,India,,domestic,true,true,Network of backwater islands known for canoe tours and village life.,,,,,September to March,,backwaters|village,,,,,,,https://www.keralatourism.org/destination/
Munroe Island Canal Cruise,india/south-india/kerala/south-kerala/kollam-district/munroe-island/munroe-island-canal-cruise,landmark,india/south-india/kerala/south-kerala/kollam-district/munroe-island,India,,domestic,true,true,Small-canoe journey through narrow canals and village landscapes.,,,,180,,,backwaters|boating|village,,,,,,,https://www.keralatourism.org/destination/backwater/
Thenmala,india/south-india/kerala/south-kerala/kollam-district/thenmala,city,india/south-india/kerala/south-kerala/kollam-district,India,,domestic,true,true,"India's early planned eco-tourism destination with forest, reservoir and adventure activities.",,,,,September to March,,,,,,,,,https://www.keralatourism.org/destination/
Thenmala Ecotourism Centre,india/south-india/kerala/south-kerala/kollam-district/thenmala/thenmala-ecotourism-centre,landmark,india/south-india/kerala/south-kerala/kollam-district/thenmala,India,,domestic,true,true,"Eco-tourism complex with leisure, culture and adventure zones.",,,,180,,,ecotourism|family|adventure,,,,,,,https://www.keralatourism.org/popular-destination/
Thenmala Dam,india/south-india/kerala/south-kerala/kollam-district/thenmala/thenmala-dam,landmark,india/south-india/kerala/south-kerala/kollam-district/thenmala,India,,domestic,true,true,Dam and reservoir amid forested hills.,,,,180,,,dam|lake,,,,,,,https://www.keralatourism.org/popular-destination/
Shenduruney Wildlife Sanctuary,india/south-india/kerala/south-kerala/kollam-district/thenmala/shenduruney-wildlife-sanctuary,landmark,india/south-india/kerala/south-kerala/kollam-district/thenmala,India,,domestic,true,true,Protected Western Ghats forest surrounding Thenmala reservoir.,,,,180,,,wildlife|forest,,,,,,,https://www.keralatourism.org/popular-destination/
Palaruvi Waterfalls,india/south-india/kerala/south-kerala/kollam-district/thenmala/palaruvi-waterfalls,landmark,india/south-india/kerala/south-kerala/kollam-district/thenmala,India,,domestic,true,true,Tall waterfall near Aryankavu.,,,,180,,,waterfall|nature,,,,,,,https://www.keralatourism.org/popular-destination/
Chadayamangalam,india/south-india/kerala/south-kerala/kollam-district/chadayamangalam,city,india/south-india/kerala/south-kerala/kollam-district,India,,domestic,true,true,Town known for Jatayu Earth's Center.,,,,,October to March,,,,,,,,,https://www.keralatourism.org/destination/
Jatayu Earth's Center,india/south-india/kerala/south-kerala/kollam-district/chadayamangalam/jatayu-earth-s-center,landmark,india/south-india/kerala/south-kerala/kollam-district/chadayamangalam,India,,domestic,true,true,"Hilltop sculpture, cable car and adventure tourism complex.",,,,240,,,sculpture|adventure|viewpoint,,,,,,,https://www.keralatourism.org/destination/attractions/
Azheekal,india/south-india/kerala/south-kerala/kollam-district/azheekal,city,india/south-india/kerala/south-kerala/kollam-district,India,,domestic,true,true,Coastal village and beach destination.,,,,,October to March,,,,,,,,,https://www.keralatourism.org/destination/
Azheekal Beach,india/south-india/kerala/south-kerala/kollam-district/azheekal/azheekal-beach,landmark,india/south-india/kerala/south-kerala/kollam-district/azheekal,India,,domestic,true,true,Wide beach near the estuary and fishing harbour.,,,,90,,,beach|coast,,,,,,,https://www.keralatourism.org/destination/attractions/
Alumkadavu,india/south-india/kerala/south-kerala/kollam-district/alumkadavu,city,india/south-india/kerala/south-kerala/kollam-district,India,,domestic,true,true,Backwater village historically associated with houseboat construction.,,,,,October to March,,,,,,,,,https://www.keralatourism.org/destination/
Alumkadavu Backwaters,india/south-india/kerala/south-kerala/kollam-district/alumkadavu/alumkadavu-backwaters,landmark,india/south-india/kerala/south-kerala/kollam-district/alumkadavu,India,,domestic,true,true,Quiet backwater stretch and traditional kettuvallam-building area.,,,,150,,,backwaters|craft,,,,,,,https://www.keralatourism.org/destination/backwater/
Pathanamthitta,india/south-india/kerala/south-kerala/pathanamthitta-district/pathanamthitta,city,india/south-india/kerala/south-kerala/pathanamthitta-district,India,,domestic,true,true,"Gateway city for pilgrimage, forests and rivers.",,,,,October to March,,,,,,,,,https://www.keralatourism.org/destination/
Konni,india/south-india/kerala/south-kerala/pathanamthitta-district/konni,city,india/south-india/kerala/south-kerala/pathanamthitta-district,India,,domestic,true,true,Forest town known for elephant history and eco-tourism.,,,,,October to March,,,,,,,,,https://www.keralatourism.org/destination/
Konni Elephant Training Centre,india/south-india/kerala/south-kerala/pathanamthitta-district/konni/konni-elephant-training-centre,landmark,india/south-india/kerala/south-kerala/pathanamthitta-district/konni,India,,domestic,true,true,Historic elephant camp and interpretation centre.,,,,150,,,elephant|family|history,,,,,,,https://www.keralatourism.org/destination/attractions/
Konni Forest Reserve,india/south-india/kerala/south-kerala/pathanamthitta-district/konni/konni-forest-reserve,landmark,india/south-india/kerala/south-kerala/pathanamthitta-district/konni,India,,domestic,true,true,Western Ghats forest destination for nature activities.,,,,150,,,forest|ecotourism,,,,,,,https://www.keralatourism.org/destination/attractions/
Adavi Eco Tourism,india/south-india/kerala/south-kerala/pathanamthitta-district/konni/adavi-eco-tourism,landmark,india/south-india/kerala/south-kerala/pathanamthitta-district/konni,India,,domestic,true,true,Coracle rafting and forest recreation on the Kallar River.,,,,150,,,rafting|forest|adventure,,,,,,,https://www.keralatourism.org/destination/attractions/
Gavi,india/south-india/kerala/south-kerala/pathanamthitta-district/gavi,city,india/south-india/kerala/south-kerala/pathanamthitta-district,India,,domestic,true,true,Remote forest eco-tourism destination in Periyar landscape.,,,,,September to March,,,,,,,,,https://www.keralatourism.org/destination/
Gavi Eco Tourism,india/south-india/kerala/south-kerala/pathanamthitta-district/gavi/gavi-eco-tourism,landmark,india/south-india/kerala/south-kerala/pathanamthitta-district/gavi,India,,domestic,true,true,"Forest, lake, wildlife and trekking experience.",,,,360,,,ecotourism|wildlife|trekking,,,,,,,https://www.keralatourism.org/destination/attractions/
Sabarimala,india/south-india/kerala/south-kerala/pathanamthitta-district/sabarimala,city,india/south-india/kerala/south-kerala/pathanamthitta-district,India,,domestic,true,true,Major forest pilgrimage destination dedicated to Lord Ayyappa.,,,,,Pilgrimage season,,,,,,,,,https://www.keralatourism.org/destination/
Sabarimala Sree Dharma Sastha Temple,india/south-india/kerala/south-kerala/pathanamthitta-district/sabarimala/sabarimala-sree-dharma-sastha-temple,landmark,india/south-india/kerala/south-kerala/pathanamthitta-district/sabarimala,India,,domestic,true,true,One of India's major pilgrimage temples.,,,,180,,,religious|pilgrimage,,,,,,,https://www.keralatourism.org/destination/attractions/
Aranmula,india/south-india/kerala/south-kerala/pathanamthitta-district/aranmula,city,india/south-india/kerala/south-kerala/pathanamthitta-district,India,,domestic,true,true,"Heritage village known for temple, snake-boat race and metal mirrors.",,,,,October to March,,,,,,,,,https://www.keralatourism.org/destination/
Aranmula Parthasarathy Temple,india/south-india/kerala/south-kerala/pathanamthitta-district/aranmula/aranmula-parthasarathy-temple,landmark,india/south-india/kerala/south-kerala/pathanamthitta-district/aranmula,India,,domestic,true,true,Historic Krishna temple on the Pamba River.,,,,90,,,religious|heritage,,,,,,,https://www.keralatourism.org/destination/attractions/
Aranmula Heritage Village,india/south-india/kerala/south-kerala/pathanamthitta-district/aranmula/aranmula-heritage-village,landmark,india/south-india/kerala/south-kerala/pathanamthitta-district/aranmula,India,,domestic,true,true,Cultural landscape associated with crafts and festivals.,,,,90,,,village|culture,,,,,,,https://www.keralatourism.org/destination/attractions/
Aranmula Mirror Craft Centre,india/south-india/kerala/south-kerala/pathanamthitta-district/aranmula/aranmula-mirror-craft-centre,landmark,india/south-india/kerala/south-kerala/pathanamthitta-district/aranmula,India,,domestic,true,true,Traditional workshops producing handmade metal mirrors.,,,,90,,,craft|shopping,,,,,,,https://www.keralatourism.org/destination/attractions/
Alappuzha,india/south-india/kerala/central-kerala/alappuzha-district/alappuzha,city,india/south-india/kerala/central-kerala/alappuzha-district,India,,domestic,true,true,"Backwater city famous for canals, houseboats and beaches.",9.4981,76.3388,,,October to March,,,,,,,,,https://www.keralatourism.org/destination/
Alappuzha Backwaters,india/south-india/kerala/central-kerala/alappuzha-district/alappuzha/alappuzha-backwaters,landmark,india/south-india/kerala/central-kerala/alappuzha-district/alappuzha,India,,domestic,true,true,"Canals, lagoons and lake routes central to Kerala houseboat tourism.",,,,150,,,backwaters|houseboat|boating,,,,,,,https://www.keralatourism.org/destination/backwater/
Alappuzha Beach,india/south-india/kerala/central-kerala/alappuzha-district/alappuzha/alappuzha-beach,landmark,india/south-india/kerala/central-kerala/alappuzha-district/alappuzha,India,,domestic,true,true,Historic beach with remains of an old sea pier.,,,,150,,,beach|sunset,,,,,,,https://www.keralatourism.org/destination/backwater/
Alappuzha Lighthouse,india/south-india/kerala/central-kerala/alappuzha-district/alappuzha/alappuzha-lighthouse,landmark,india/south-india/kerala/central-kerala/alappuzha-district/alappuzha,India,,domestic,true,true,Coastal lighthouse and viewpoint.,,,,150,,,lighthouse|viewpoint,,,,,,,https://www.keralatourism.org/destination/backwater/
Revi Karunakaran Memorial Museum,india/south-india/kerala/central-kerala/alappuzha-district/alappuzha/revi-karunakaran-memorial-museum,landmark,india/south-india/kerala/central-kerala/alappuzha-district/alappuzha,India,,domestic,true,true,Private museum with decorative arts and collections.,,,,150,,,museum|art,,,,,,,https://www.keralatourism.org/destination/backwater/
Kuttanad,india/south-india/kerala/central-kerala/alappuzha-district/kuttanad,area,india/south-india/kerala/central-kerala/alappuzha-district,India,,domestic,true,true,Low-lying farming and backwater region known for below-sea-level cultivation.,,,,,,,backwaters|agriculture|village,,,,,,,https://www.keralatourism.org/destination/backwater/
Kuttanad Paddy Fields,india/south-india/kerala/central-kerala/alappuzha-district/kuttanad/kuttanad-paddy-fields,landmark,india/south-india/kerala/central-kerala/alappuzha-district/kuttanad,India,,domestic,true,true,Below-sea-level rice fields and canals.,,,,150,,,agriculture|landscape,,,,,,,https://www.keralatourism.org/destination/backwater/
Kuttanad Village Cruise,india/south-india/kerala/central-kerala/alappuzha-district/kuttanad/kuttanad-village-cruise,landmark,india/south-india/kerala/central-kerala/alappuzha-district/kuttanad,India,,domestic,true,true,Boat route through farming villages and waterways.,,,,150,,,boating|village|backwaters,,,,,,,https://www.keralatourism.org/destination/backwater/
